order_id,customer_name,email,product,quantity,unit_price,order_date,city,total_price
1026,Olivia,olivia84@example.com,Tablet,3,1440.95,2025-02-05,Strasbourg,4322.85
1027,Olivia,olivia2@example.com,Mouse,2,1217.05,2025-02-04,Paris,2434.1
1028,Laura,no_email@example.com,Keyboard,3,994.93,2025-02-17,Bordeaux,2984.79
1029,Isa,isa68@example.com,Keyboard,4,1156.21,2025-02-06,Lyon,4624.84
1030,Diana,diana28@example.com,Headphones,3,1483.61,2025-03-30,Strasbourg,4450.83
1031,Laura,laura84@example.com,Mouse,4,1439.87,2025-03-05,Paris,5759.48
1032,Frank,frank69@example.com,Keyboard,3,1428.04,2025-02-08,Rennes,4284.12
1033,Frank,frank57@example.com,Monitor,4,184.89,2025-03-29,Toulouse,739.56
1034,Frank,frank11@example.com,Headphones,4,729.93,2025-03-05,Strasbourg,2919.72
1035,Olivia,olivia5@example.com,Monitor,1,1380.05,2025-03-05,Nantes,1380.05
1036,Julien,julien27@example.com,Monitor,5,660.6,2025-03-21,Nantes,3303.0
1038,Alice,alice52@example.com,Phone,2,954.4,2025-03-07,Marseille,1908.8
1039,Grace,grace90@example.com,Headphones,5,71.15,2025-02-03,Nice,355.75
1040,Nathan,nathan8@example.com,Smartwatch,2,782.83,2025-03-21,Paris,1565.66
1041,Frank,frank76@example.com,Phone,4,1412.23,2025-03-25,Lyon,5648.92
1042,Charlie,charlie3@example.com,Keyboard,5,748.08,2025-03-06,Rennes,3740.4
1043,Diana,diana9@example.com,Keyboard,4,584.59,2025-03-18,Toulouse,2338.36
1044,Manon,manon66@example.com,Headphones,4,1054.35,2025-02-25,Nantes,4217.4
1045,Julien,julien27@example.com,Smartwatch,5,157.23,2025-02-20,Toulouse,786.15
1046,Charlie,charlie40@example.com,Mouse,3,169.6,2025-02-13,Nice,508.8
1047,Grace,grace86@example.com,Phone,1,144.99,2025-02-18,Paris,144.99
1048,Diana,diana49@example.com,Mouse,2,1061.05,2025-03-05,Bordeaux,2122.1
1049,Nathan,nathan17@example.com,Headphones,4,1064.34,2025-02-12,Rennes,4257.36
1050,Nathan,nathan75@example.com,Phone,3,1238.59,2025-02-03,Nantes,3715.77
1051,Olivia,olivia8@example.com,Laptop,2,762.33,2025-02-16,Lille,1524.66
1052,Julien,julien78@example.com,Headphones,5,778.51,2025-04-01,Lyon,3892.55
1053,Isa,no_email@example.com,Keyboard,1,533.12,2025-03-12,Lyon,533.12
1054,Grace,grace48@example.com,Smartwatch,5,328.74,2025-02-12,Paris,1643.7
1055,Grace,grace53@example.com,Charger,1,778.88,2025-02-13,Rennes,778.88
1056,Hugo,hugo3@example.com,Monitor,3,741.28,2025-02-19,Nantes,2223.84
1057,Isa,isa53@example.com,Monitor,3,923.45,2025-02-17,Lille,2770.35
1058,Laura,laura86@example.com,Tablet,5,1318.45,2025-03-09,Toulouse,6592.25
1059,Isa,isa62@example.com,Phone,4,1048.9,2025-03-24,Paris,4195.6
1060,Diana,diana9@example.com,Laptop,3,1090.26,2025-03-19,Strasbourg,3270.78
1062,Julien,julien43@example.com,Headphones,4,257.67,2025-03-08,Lille,1030.68
1063,Manon,manon27@example.com,Laptop,1,497.85,2025-02-18,Lille,497.85
1064,Isa,isa86@example.com,Monitor,2,47.84,2025-02-13,Nice,95.68
1065,Isa,isa80@example.com,Monitor,3,93.71,2025-02-04,Nantes,281.13
1066,Kevin,kevin84@example.com,Laptop,4,849.49,2025-02-10,Unknown,3397.96
1067,Frank,frank35@example.com,Charger,2,992.38,2025-02-24,Nantes,1984.76
1069,Manon,manon92@example.com,Keyboard,5,773.21,2025-02-08,Bordeaux,3866.05
1070,Bob,bob54@example.com,Headphones,2,855.86,2025-02-11,Nantes,1711.72
1071,Manon,manon88@example.com,Mouse,1,982.8,2025-02-20,Bordeaux,982.8
1072,Grace,grace51@example.com,Smartwatch,1,486.77,2025-02-14,Toulouse,486.77
1073,Isa,isa98@example.com,Phone,1,873.04,2025-03-08,Toulouse,873.04
1074,Nathan,nathan36@example.com,Smartwatch,2,991.38,2025-04-01,Lille,1982.76
1075,Frank,frank46@example.com,Charger,4,376.49,2025-02-09,Lille,1505.96
1076,Charlie,charlie22@example.com,Tablet,1,1121.48,2025-02-10,Bordeaux,1121.48
1077,Laura,laura46@example.com,Monitor,2,650.32,2025-03-30,Bordeaux,1300.64
1078,Kevin,kevin21@example.com,Monitor,3,802.64,2025-02-05,Bordeaux,2407.92
1079,Grace,grace62@example.com,Headphones,4,52.78,2025-03-15,Lille,211.12
1081,Isa,isa28@example.com,Keyboard,1,783.86,2025-03-19,Lyon,783.86
1082,Isa,isa45@example.com,Laptop,1,433.41,2025-03-14,Paris,433.41
1083,Olivia,olivia4@example.com,Headphones,5,977.34,2025-03-12,Nantes,4886.7
1084,Kevin,kevin4@example.com,Charger,1,151.29,2025-02-28,Lyon,151.29
1085,Bob,bob78@example.com,Keyboard,1,1130.61,2025-02-05,Unknown,1130.61
1086,Eva,eva75@example.com,Charger,1,759.26,2025-03-17,Marseille,759.26
1087,Laura,laura62@example.com,Phone,3,1440.72,2025-02-12,Strasbourg,4322.16
1088,Eva,eva96@example.com,Headphones,2,1467.93,2025-01-31,Lille,2935.86
1089,Diana,diana2@example.com,Headphones,3,975.52,2025-02-28,Rennes,2926.56
1090,Frank,frank14@example.com,Headphones,4,230.7,2025-02-24,Rennes,922.8
1092,Hugo,hugo9@example.com,Monitor,2,565.57,2025-03-07,Toulouse,1131.14
1093,Grace,grace51@example.com,Monitor,5,315.26,2025-03-14,Toulouse,1576.3
1094,Bob,bob47@example.com,Keyboard,1,106.53,2025-02-12,Marseille,106.53
1095,Charlie,charlie58@example.com,Smartwatch,4,530.76,2025-03-07,Strasbourg,2123.04
1096,Isa,isa49@example.com,Headphones,2,870.5,2025-02-19,Lille,1741.0
1097,Charlie,charlie46@example.com,Monitor,2,1252.18,2025-02-26,Strasbourg,2504.36
1098,Bob,bob27@example.com,Smartwatch,3,1070.43,2025-03-03,Lyon,3211.29
1099,Nathan,nathan78@example.com,Mouse,3,62.37,2025-03-03,Strasbourg,187.11
1100,Manon,manon78@example.com,Smartwatch,4,1259.79,2025-02-19,Bordeaux,5039.16
1101,Manon,manon97@example.com,Tablet,2,1174.11,2025-02-20,Nice,2348.22
1102,Olivia,olivia69@example.com,Monitor,2,1296.03,2025-02-21,Lille,2592.06
1103,Alice,alice86@example.com,Mouse,5,832.3,2025-02-24,Nice,4161.5
1104,Manon,manon4@example.com,Mouse,2,1217.6,2025-03-27,Paris,2435.2
1105,Laura,laura37@example.com,Monitor,2,646.11,2025-03-28,Lyon,1292.22
1106,Hugo,hugo15@example.com,Laptop,5,799.33,2025-03-16,Strasbourg,3996.65
1107,Frank,frank80@example.com,Keyboard,5,486.97,2025-02-02,Bordeaux,2434.85
1108,Kevin,kevin19@example.com,Smartwatch,5,1221.4,2025-03-23,Lille,6107.0
1109,Alice,alice60@example.com,Laptop,1,178.93,2025-03-01,Nantes,178.93
1110,Kevin,kevin90@example.com,Headphones,3,148.79,2025-03-20,Lyon,446.37
1111,Manon,manon91@example.com,Keyboard,4,760.86,2025-02-15,Bordeaux,3043.44
1112,Frank,frank12@example.com,Monitor,2,1437.4,2025-02-28,Rennes,2874.8
1113,Grace,grace88@example.com,Keyboard,1,54.88,2025-02-20,Lille,54.88
1114,Charlie,charlie72@example.com,Phone,1,552.55,2025-02-19,Toulouse,552.55
1115,Isa,isa48@example.com,Mouse,4,1099.75,2025-03-20,Bordeaux,4399.0
1116,Grace,grace14@example.com,Laptop,2,1238.38,2025-02-02,Toulouse,2476.76
1117,Nathan,nathan96@example.com,Laptop,3,1006.99,2025-03-28,Lyon,3020.97
1118,Julien,julien20@example.com,Keyboard,3,490.97,2025-02-20,Strasbourg,1472.91
1119,Olivia,olivia79@example.com,Charger,3,1334.19,2025-03-25,Marseille,4002.57
1120,Charlie,charlie53@example.com,Tablet,3,882.75,2025-03-10,Bordeaux,2648.25
1122,Diana,diana48@example.com,Tablet,5,137.47,2025-03-17,Toulouse,687.35
1123,Diana,diana31@example.com,Laptop,2,829.45,2025-02-03,Bordeaux,1658.9
1124,Grace,grace40@example.com,Phone,2,1474.71,2025-03-05,Paris,2949.42
1125,Grace,grace67@example.com,Mouse,4,679.84,2025-03-05,Nantes,2719.36
1126,Diana,diana5@example.com,Mouse,2,110.73,2025-03-14,Rennes,221.46
1127,Frank,frank71@example.com,Charger,1,956.75,2025-02-14,Strasbourg,956.75
1128,Hugo,hugo74@example.com,Monitor,5,903.35,2025-02-19,Lille,4516.75
1129,Frank,frank47@example.com,Monitor,2,990.78,2025-02-04,Bordeaux,1981.56
1130,Frank,frank97@example.com,Laptop,1,64.93,2025-03-07,Lille,64.93
1131,Laura,laura6@example.com,Headphones,1,1156.5,2025-02-24,Rennes,1156.5
1132,Frank,frank35@example.com,Phone,1,86.47,2025-02-21,Paris,86.47
1133,Manon,manon1@example.com,Mouse,5,311.3,2025-02-23,Nice,1556.5
1134,Julien,julien42@example.com,Laptop,3,1221.44,2025-02-17,Nantes,3664.32
1135,Hugo,hugo7@example.com,Mouse,5,983.5,2025-01-31,Lyon,4917.5
1136,Isa,isa69@example.com,Charger,3,356.5,2025-03-25,Rennes,1069.5
1137,Olivia,olivia7@example.com,Headphones,4,875.08,2025-03-11,Lille,3500.32
1138,Hugo,hugo25@example.com,Monitor,5,137.33,2025-03-11,Bordeaux,686.65
1139,Grace,grace47@example.com,Charger,1,1476.44,2025-02-03,Lyon,1476.44
1140,Hugo,hugo68@example.com,Phone,5,1331.93,2025-02-25,Marseille,6659.65
1141,Julien,julien39@example.com,Mouse,3,827.7,2025-02-14,Rennes,2483.1
1142,Manon,manon82@example.com,Charger,4,1079.52,2025-02-05,Nantes,4318.08
1143,Hugo,hugo87@example.com,Headphones,4,206.03,2025-01-31,Lyon,824.12
1144,Manon,manon46@example.com,Keyboard,1,252.24,2025-03-30,Marseille,252.24
1145,Olivia,olivia86@example.com,Phone,3,326.68,2025-03-25,Strasbourg,980.04
1146,Eva,eva14@example.com,Phone,2,986.68,2025-03-13,Bordeaux,1973.36
1147,Grace,grace24@example.com,Phone,1,365.14,2025-02-25,Nantes,365.14
1148,Grace,grace82@example.com,Charger,1,503.87,2025-01-31,Marseille,503.87
1149,Charlie,charlie83@example.com,Laptop,5,382.18,2025-02-25,Marseille,1910.9
1150,Manon,manon72@example.com,Charger,3,646.46,2025-02-17,Marseille,1939.38
1152,Nathan,nathan96@example.com,Laptop,3,932.96,2025-03-24,Nantes,2798.88
1153,Laura,laura18@example.com,Tablet,3,327.06,2025-03-01,Lille,981.18
1154,Grace,grace87@example.com,Laptop,2,327.98,2025-03-14,Nice,655.96
1155,Grace,grace99@example.com,Phone,2,1049.41,2025-01-31,Marseille,2098.82
1156,Laura,laura93@example.com,Phone,3,857.67,2025-02-16,Marseille,2573.01
1157,Bob,bob12@example.com,Tablet,3,105.19,2025-02-22,Rennes,315.57
1158,Grace,grace80@example.com,Mouse,4,922.8,2025-03-06,Toulouse,3691.2
1160,Kevin,kevin80@example.com,Mouse,5,249.93,2025-02-03,Marseille,1249.65
1161,Hugo,hugo6@example.com,Charger,2,279.71,2025-02-24,Strasbourg,559.42
1162,Hugo,hugo99@example.com,Tablet,3,858.21,2025-02-19,Lyon,2574.63
1163,Isa,isa65@example.com,Tablet,3,579.12,2025-02-25,Toulouse,1737.36
1164,Isa,isa66@example.com,Smartwatch,5,707.06,2025-02-15,Nantes,3535.3
1165,Frank,frank47@example.com,Laptop,1,215.25,2025-03-25,Bordeaux,215.25
1166,Hugo,hugo55@example.com,Phone,3,899.47,2025-02-26,Nice,2698.41
1167,Diana,diana12@example.com,Tablet,5,170.62,2025-03-11,Bordeaux,853.1
1168,Diana,diana33@example.com,Mouse,4,755.01,2025-03-01,Toulouse,3020.04
1169,Diana,diana78@example.com,Monitor,2,149.45,2025-03-03,Paris,298.9
1170,Eva,eva33@example.com,Laptop,3,177.37,2025-02-03,Marseille,532.11
1171,Eva,eva42@example.com,Charger,3,849.28,2025-03-24,Strasbourg,2547.84
1172,Bob,bob56@example.com,Smartwatch,5,117.17,2025-02-08,Toulouse,585.85
1173,Isa,isa34@example.com,Tablet,5,658.8,2025-03-04,Nantes,3294.0
1174,Diana,diana33@example.com,Phone,4,526.15,2025-02-18,Nantes,2104.6
1175,Nathan,nathan5@example.com,Laptop,4,1166.71,2025-02-19,Rennes,4666.84
1176,Eva,eva65@example.com,Laptop,3,942.76,2025-03-31,Marseille,2828.28
1177,Kevin,kevin10@example.com,Tablet,1,87.53,2025-01-31,Marseille,87.53
1178,Alice,alice19@example.com,Charger,4,619.1,2025-03-20,Nantes,2476.4
1179,Bob,bob25@example.com,Smartwatch,2,650.06,2025-03-20,Nice,1300.12
1180,Eva,eva39@example.com,Headphones,3,464.95,2025-03-09,Toulouse,1394.85
1181,Charlie,charlie80@example.com,Tablet,4,1142.25,2025-03-24,Lille,4569.0
1182,Isa,isa11@example.com,Phone,2,170.03,2025-02-22,Paris,340.06
1183,Manon,manon8@example.com,Monitor,2,189.31,2025-03-21,Unknown,378.62
1184,Bob,bob19@example.com,Monitor,2,1368.41,2025-03-12,Marseille,2736.82
1185,Nathan,nathan54@example.com,Keyboard,4,570.89,2025-03-06,Strasbourg,2283.56
1186,Grace,grace94@example.com,Keyboard,1,753.35,2025-02-18,Marseille,753.35
1187,Isa,isa23@example.com,Phone,1,741.16,2025-03-04,Rennes,741.16
1188,Alice,alice49@example.com,Mouse,5,646.9,2025-03-09,Lille,3234.5
1189,Laura,laura68@example.com,Phone,1,417.44,2025-03-14,Nantes,417.44
1191,Kevin,kevin13@example.com,Headphones,5,399.79,2025-02-11,Lyon,1998.95
1192,Olivia,olivia73@example.com,Keyboard,5,864.7,2025-03-23,Bordeaux,4323.5
1193,Bob,bob3@example.com,Laptop,3,1272.64,2025-02-25,Toulouse,3817.92
1194,Hugo,hugo45@example.com,Smartwatch,1,468.39,2025-03-22,Rennes,468.39
1195,Alice,alice67@example.com,Mouse,4,908.81,2025-03-11,Nantes,3635.24
1196,Charlie,charlie59@example.com,Charger,5,519.71,2025-01-31,Nantes,2598.55
1197,Isa,isa13@example.com,Mouse,2,1281.16,2025-02-12,Nice,2562.32
1198,Eva,eva14@example.com,Charger,5,526.05,2025-02-13,Rennes,2630.25
1199,Kevin,kevin80@example.com,Mouse,1,1456.46,2025-02-28,Paris,1456.46
