order_id,customer_name,email,product,quantity,unit_price,order_date,city
1119,Olivia,olivia79@example.com,Charger,3,1334.19,2025-03-25,Marseille
1120,Charlie,charlie53@example.com,Tablet,3,882.75,2025-03-10,Bordeaux
1121,Grace,grace71@example.com,Tablet,1,,2025-03-05,
1122,Diana,diana48@example.com,Tablet,5,137.47,2025-03-17,Toulouse
1123,Diana,diana31@example.com,Laptop,2,829.45,2025-02-03,Bordeaux
1124,Grace,grace40@example.com,Phone,2,1474.71,2025-03-05,Paris
1125,Grace,grace67@example.com,Mouse,4,679.84,2025-03-05,Nantes
1126,Diana,diana5@example.com,Mouse,2,110.73,2025-03-14,Rennes
1127,Frank,frank71@example.com,Charger,1,956.75,2025-02-14,Strasbourg
1128,Hugo,hugo74@example.com,Monitor,5,903.35,2025-02-19,Lille
1129,Frank,frank47@example.com,Monitor,2,990.78,2025-02-04,Bordeaux
1130,Frank,frank97@example.com,Laptop,1,64.93,2025-03-07,Lille
1131,Laura,laura6@example.com,Headphones,1,1156.5,2025-02-24,Rennes
1132,Frank,frank35@example.com,Phone,1,86.47,2025-02-21,Paris
1133,Manon,manon1@example.com,Mouse,5,311.3,2025-02-23,Nice
1134,Julien,julien42@example.com,Laptop,3,1221.44,2025-02-17,Nantes
1135,Hugo,hugo7@example.com,Mouse,5,983.5,2025-01-31,Lyon
1136,Isa,isa69@example.com,Charger,3,356.5,2025-03-25,Rennes
1137,Olivia,olivia7@example.com,Headphones,4,875.08,2025-03-11,Lille
1138,Hugo,hugo25@example.com,Monitor,5,137.33,2025-03-11,Bordeaux
1139,Grace,grace47@example.com,Charger,1,1476.44,2025-02-03,Lyon
1140,Hugo,hugo68@example.com,Phone,5,1331.93,2025-02-25,Marseille
1141,Julien,julien39@example.com,Mouse,3,827.7,2025-02-14,Rennes
1142,Manon,manon82@example.com,Charger,4,1079.52,2025-02-05,Nantes
1143,Hugo,hugo87@example.com,Headphones,4,206.03,2025-01-31,Lyon
1144,Manon,manon46@example.com,Keyboard,1,252.24,2025-03-30,Marseille
1145,Olivia,olivia86@example.com,Phone,3,326.68,2025-03-25,Strasbourg
1146,Eva,eva14@example.com,Phone,2,986.68,2025-03-13,Bordeaux
1147,Grace,grace24@example.com,Phone,1,365.14,2025-02-25,Nantes
1148,Grace,grace82@example.com,Charger,1,503.87,2025-01-31,Marseille
1149,Charlie,charlie83@example.com,Laptop,5,382.18,2025-02-25,Marseille
1150,Manon,manon72@example.com,Charger,3,646.46,2025-02-17,Marseille
1151,Charlie,charlie73@example.com,Keyboard,4,,2025-03-03,Strasbourg
1152,Nathan,nathan96@example.com,Laptop,3,932.96,2025-03-24,Nantes
1153,Laura,laura18@example.com,Tablet,3,327.06,2025-03-01,Lille
1154,Grace,grace87@example.com,Laptop,2,327.98,2025-03-14,Nice
1155,Grace,grace99@example.com,Phone,2,1049.41,2025-01-31,Marseille
1156,Laura,laura93@example.com,Phone,3,857.67,2025-02-16,Marseille
1157,Bob,bob12@example.com,Tablet,3,105.19,2025-02-22,Rennes
1158,Grace,grace80@example.com,Mouse,4,922.8,2025-03-06,Toulouse
1159,Laura,laura25@example.com,Charger,5,,2025-03-17,Nantes
1160,Kevin,kevin80@example.com,Mouse,5,249.93,2025-02-03,Marseille
1161,Hugo,hugo6@example.com,Charger,2,279.71,2025-02-24,Strasbourg
1162,Hugo,hugo99@example.com,Tablet,3,858.21,2025-02-19,Lyon
1163,Isa,isa65@example.com,Tablet,3,579.12,2025-02-25,Toulouse
1164,Isa,isa66@example.com,Smartwatch,5,707.06,2025-02-15,Nantes
1165,Frank,frank47@example.com,Laptop,1,215.25,2025-03-25,Bordeaux
1166,Hugo,hugo55@example.com,Phone,3,899.47,2025-02-26,Nice
1167,Diana,diana12@example.com,Tablet,5,170.62,2025-03-11,Bordeaux
1168,Diana,diana33@example.com,Mouse,4,755.01,2025-03-01,Toulouse
1169,Diana,diana78@example.com,Monitor,2,149.45,2025-03-03,Paris
1170,Eva,eva33@example.com,Laptop,3,177.37,2025-02-03,Marseille
1171,Eva,eva42@example.com,Charger,3,849.28,2025-03-24,Strasbourg
1172,Bob,bob56@example.com,Smartwatch,5,117.17,2025-02-08,Toulouse
1173,Isa,isa34@example.com,Tablet,5,658.8,2025-03-04,Nantes
1174,Diana,diana33@example.com,Phone,4,526.15,2025-02-18,Nantes
1175,Nathan,nathan5@example.com,Laptop,4,1166.71,2025-02-19,Rennes
1176,Eva,eva65@example.com,Laptop,3,942.76,2025-03-31,Marseille
1177,Kevin,kevin10@example.com,Tablet,1,87.53,2025-01-31,Marseille
1178,Alice,alice19@example.com,Charger,4,619.1,2025-03-20,Nantes
1179,Bob,bob25@example.com,Smartwatch,2,650.06,2025-03-20,Nice
1180,Eva,eva39@example.com,Headphones,3,464.95,2025-03-09,Toulouse
1181,Charlie,charlie80@example.com,Tablet,4,1142.25,2025-03-24,Lille
1182,Isa,isa11@example.com,Phone,2,170.03,2025-02-22,Paris
1183,Manon,manon8@example.com,Monitor,2,189.31,2025-03-21,
1184,Bob,bob19@example.com,Monitor,2,1368.41,2025-03-12,Marseille
1185,Nathan,nathan54@example.com,Keyboard,4,570.89,2025-03-06,Strasbourg
1186,Grace,grace94@example.com,Keyboard,1,753.35,2025-02-18,Marseille
1187,Isa,isa23@example.com,Phone,1,741.16,2025-03-04,Rennes
1188,Alice,alice49@example.com,Mouse,5,646.9,2025-03-09,Lille
1189,Laura,laura68@example.com,Phone,1,417.44,2025-03-14,Nantes
1190,Bob,bob81@example.com,Tablet,1,,2025-02-22,Nice
1191,Kevin,kevin13@example.com,Headphones,5,399.79,2025-02-11,Lyon
1192,Olivia,olivia73@example.com,Keyboard,5,864.7,2025-03-23,Bordeaux
1193,Bob,bob3@example.com,Laptop,3,1272.64,2025-02-25,Toulouse
1194,Hugo,hugo45@example.com,Smartwatch,1,468.39,2025-03-22,Rennes
1195,Alice,alice67@example.com,Mouse,4,908.81,2025-03-11,Nantes
1196,Charlie,charlie59@example.com,Charger,5,519.71,2025-01-31,Nantes
1197,Isa,isa13@example.com,Mouse,2,1281.16,2025-02-12,Nice
1198,Eva,eva14@example.com,Charger,5,526.05,2025-02-13,Rennes
1199,Kevin,kevin80@example.com,Mouse,1,1456.46,2025-02-28,Paris
